ID,Severity,Weather_Condition,Sunrise_Sunset,start_hour,start_month,start_weekday,duration_minutes,Distance(mi),Temperature(F),Visibility(mi),Amenity,Bump,Crossing,Junction,Railway,Stop,Traffic_Signal
A-65892,3,Clear,Day,9,10,4,42.2,0.01,75.0,10.0,0,0,0,0,0,0,0
A-42222,3,Scattered Clouds,Day,18,6,0,30.0,0.0,68.0,10.0,0,0,0,0,0,0,0
A-97872,3,Clear,Night,1,3,5,30.0,0.01,60.1,9.0,0,0,0,1,0,0,0
A-12251,2,Overcast,Night,22,1,6,29.216666666666665,0.01,46.9,10.0,0,0,0,0,0,0,0
A-69438,2,Clear,Day,15,11,4,44.78333333333333,0.01,78.1,10.0,0,0,0,0,0,0,1
A-38433,2,Clear,Day,18,5,3,45.0,0.01,64.4,10.0,0,0,0,0,0,0,0
A-40890,3,Clear,Day,12,6,3,30.0,0.01,90.0,10.0,0,0,0,0,0,0,0
A-30999,2,Mostly Cloudy,Day,13,9,5,30.0,0.0,64.0,10.0,0,0,0,0,0,1,0
A-56146,3,Partly Cloudy,Night,21,12,1,44.56666666666667,0.01,57.0,5.0,0,0,0,0,0,0,0
A-95420,2,Clear,Night,21,9,0,45.0,0.0,68.7,10.0,1,0,0,0,0,0,0
A-22156,3,Clear,Day,12,9,1,44.416666666666664,0.0,82.4,10.0,0,0,0,0,0,0,0
A-17614,2,Clear,Night,20,11,4,29.733333333333334,0.01,51.1,10.0,0,0,0,0,0,0,0
A-56444,2,Clear,Night,21,12,2,44.78333333333333,0.01,57.0,9.0,0,0,0,0,0,0,0
A-24053,3,Clear,Night,21,10,1,29.483333333333334,0.01,57.9,10.0,0,0,0,0,0,0,0
A-50243,2,Partly Cloudy,Night,21,7,2,47.1,0.0,72.0,10.0,0,0,0,0,0,0,0
A-58999,2,Clear,Day,15,12,6,29.683333333333334,0.01,55.9,10.0,0,0,0,0,0,0,0
A-31345,2,Clear,Day,12,3,3,30.0,0.01,62.1,10.0,0,0,1,0,0,1,1
A-61242,3,Clear,Day,10,1,6,44.68333333333333,0.01,71.6,10.0,0,0,0,0,0,0,0
A-92536,2,Scattered Clouds,Night,20,8,3,45.0,0.0,62.1,10.0,0,0,0,0,0,0,0
A-80835,2,Fair,Night,22,9,4,44.583333333333336,0.0,74.0,10.0,0,0,0,0,0,0,0
A-51726,2,Partly Cloudy,Day,9,7,2,34.81666666666667,0.0,82.0,10.0,0,0,0,0,0,0,0
A-33880,2,Overcast,Day,19,4,5,30.0,0.01,57.0,7.0,0,0,0,0,0,0,0
A-83013,3,Overcast,Day,12,10,1,37.05,0.0,66.9,10.0,0,0,0,0,0,0,0
A-73915,3,Partly Cloudy,Day,7,11,0,44.63333333333333,0.01,57.9,10.0,0,0,0,0,0,0,0
A-67248,2,Clear,Day,11,10,2,37.0,0.01,68.0,10.0,0,0,0,0,0,0,0
A-88814,3,Clear,Night,20,8,3,45.0,0.0,77.0,7.0,0,0,0,0,0,0,0
A-13122,3,Clear,Day,11,10,5,44.78333333333333,0.01,64.4,9.0,0,0,0,0,0,0,0
A-8258,2,Clear,Night,21,12,3,29.733333333333334,0.01,46.4,5.0,0,0,0,0,0,0,0
A-93387,2,Clear,Day,13,8,0,45.0,0.0,79.0,10.0,0,0,0,0,0,1,0
A-13915,3,Light Rain,Night,19,10,3,29.0,0.01,59.0,2.5,0,0,0,0,0,0,0
A-30903,2,Clear,Day,18,9,4,32.18333333333333,0.0,63.0,10.0,0,0,1,0,0,1,0
A-72865,2,Clear,Day,10,11,3,37.516666666666666,0.01,69.1,10.0,0,0,0,0,0,0,0
A-20293,3,Partly Cloudy,Day,17,9,3,32.31666666666667,0.0,61.0,10.0,0,0,0,1,0,0,0
A-58171,3,Rain,Night,21,12,2,44.733333333333334,0.01,57.0,3.0,0,0,0,0,0,0,0
A-20950,2,Clear,Day,13,9,0,58.53333333333333,0.0,93.9,10.0,0,0,1,0,0,0,1
A-36695,2,Clear,Night,20,4,3,75.0,0.01,62.6,10.0,0,0,0,0,0,0,0
A-8526,3,Mostly Cloudy,Day,14,12,5,45.0,0.01,27.0,10.0,0,0,0,0,0,0,0
A-78278,3,Clear,Night,20,9,0,45.0,0.0,75.0,10.0,0,0,0,0,0,0,0
A-77409,2,Clear,Day,17,9,3,45.0,0.0,71.1,10.0,0,0,0,0,0,0,0
A-77658,2,Clear,Day,14,9,4,45.0,0.0,69.1,9.0,0,0,0,1,0,0,0
A-99843,3,Clear,Night,0,4,1,45.0,0.0,60.1,10.0,0,0,0,0,0,0,0
A-92278,2,Clear,Night,20,8,2,45.0,0.0,63.0,8.0,0,0,0,0,0,0,0
A-29776,3,Clear,Day,14,9,4,30.0,0.0,84.2,9.0,0,0,0,0,0,0,0
A-34808,2,Scattered Clouds,Day,15,4,6,30.0,0.01,82.9,10.0,0,0,0,0,0,0,0
A-16886,2,Light Rain,Night,17,11,1,44.3,0.0,62.6,10.0,0,0,0,0,0,0,0
A-49984,2,Clear,Night,5,7,2,42.483333333333334,0.0,70.3,10.0,0,0,0,0,0,0,0
A-62615,3,Mostly Cloudy,Day,15,1,4,44.583333333333336,0.01,59.0,10.0,0,0,0,0,0,0,0
A-14229,3,Mostly Cloudy,Day,17,10,0,29.65,0.01,68.0,10.0,0,0,0,0,0,0,0
A-52177,2,Fair,Night,20,7,3,60.0,0.0,85.0,10.0,0,0,0,0,0,0,0
A-8029,2,Scattered Clouds,Day,11,12,2,29.716666666666665,0.01,51.8,10.0,0,0,0,0,0,0,0
A-28922,2,Clear,Day,13,8,5,30.0,0.0,82.0,10.0,0,0,0,0,0,0,0
A-69421,2,Mostly Cloudy,Day,14,11,4,44.63333333333333,0.01,81.0,10.0,0,0,0,0,0,0,0
A-70818,3,Clear,Day,12,11,3,34.31666666666667,0.01,88.0,10.0,0,0,0,0,0,0,0
A-34364,2,Clear,Night,19,4,1,45.0,0.0,53.1,10.0,0,0,0,0,0,0,0
A-43204,2,Clear,Day,8,6,2,41.61666666666667,0.0,73.9,8.0,0,0,0,0,0,0,0
A-36795,2,Clear,Day,16,4,4,75.0,0.01,75.9,10.0,0,0,0,1,0,0,0
A-97033,2,Clear,Night,21,9,5,30.0,0.0,71.6,10.0,0,0,0,0,0,0,0
A-63343,2,Clear,Day,16,1,1,44.8,0.01,51.1,10.0,0,0,1,0,0,0,1
A-36956,3,Mostly Cloudy,Day,9,5,0,30.0,0.01,57.0,10.0,0,0,0,0,0,0,0
A-69230,3,Clear,Night,22,11,3,44.71666666666667,0.01,66.2,10.0,0,0,0,0,0,0,0
A-9424,2,Rain,Day,15,1,1,29.833333333333332,0.01,50.0,1.8,0,0,0,0,0,0,0
A-86007,3,Mostly Cloudy,Day,19,8,1,45.0,0.0,73.9,10.0,0,0,0,0,0,0,0
A-16959,2,Partly Cloudy,Night,22,11,1,44.28333333333333,0.01,53.6,10.0,0,0,0,1,0,0,0
A-21615,2,Clear,Day,9,9,4,44.5,0.0,66.0,10.0,0,0,0,1,0,0,0
A-61462,3,Overcast,Day,12,1,0,38.05,0.01,63.0,10.0,0,0,0,0,0,0,0
A-61774,2,Light Rain,Night,21,1,1,29.283333333333335,0.01,53.1,9.0,0,0,0,0,0,0,0
A-86808,3,Clear,Day,16,8,4,45.0,0.0,82.4,10.0,0,0,0,1,0,0,0
A-67504,3,Mostly Cloudy,Day,10,10,3,29.683333333333334,0.01,75.9,10.0,0,0,0,0,0,0,0
A-79377,3,Clear,Day,14,9,5,44.65,0.0,91.4,10.0,0,0,0,0,0,0,0
A-34497,3,Partly Cloudy,Day,18,4,2,30.0,0.01,61.0,10.0,0,0,0,0,0,0,0
A-43009,2,Clear,Day,16,6,1,45.0,0.0,84.0,10.0,0,0,0,0,0,0,1
A-91604,2,Clear,Day,14,8,0,60.15,0.0,89.6,10.0,0,0,0,0,0,0,0
A-75445,3,Mostly Cloudy,Day,10,11,6,44.46666666666667,0.01,63.0,10.0,0,0,0,0,0,0,0
A-29720,2,Clear,Day,10,9,4,45.0,0.0,73.0,10.0,0,0,0,0,0,0,0
A-38607,2,Clear,Day,18,5,0,30.0,0.01,77.0,10.0,0,0,0,1,0,0,0
A-77133,2,Clear,Day,17,9,2,45.0,0.0,73.4,10.0,0,0,0,0,0,0,1
A-97094,3,Haze,Day,12,9,6,45.0,0.0,68.0,6.0,0,0,0,0,0,0,0
A-24627,3,Overcast,Night,22,10,4,27.866666666666667,0.01,60.8,10.0,0,0,0,0,1,0,0
A-69762,3,Clear,Day,9,11,6,44.71666666666667,0.01,63.0,9.0,0,0,0,0,0,0,0
A-11931,2,Rain,Night,5,1,4,26.85,0.01,46.4,5.0,0,0,0,0,0,0,0
A-16161,3,Clear,Day,12,11,3,29.766666666666666,0.01,73.0,10.0,0,0,0,0,0,0,0
A-47440,2,Clear,Day,13,7,4,45.0,0.0,78.1,10.0,0,0,0,0,0,0,0
A-34606,2,Mostly Cloudy,Day,9,4,3,30.0,0.01,55.9,10.0,0,0,0,0,0,0,0
A-14107,2,Overcast,Night,21,10,6,29.7,0.01,59.0,10.0,0,0,0,0,0,0,0
A-90657,2,Fair,Day,9,8,3,37.05,0.0,90.0,10.0,0,0,0,0,0,0,0
A-98441,3,Clear,Day,15,3,1,45.0,0.0,61.0,10.0,0,0,0,0,0,0,0
A-17503,3,Clear,Day,11,11,4,29.6,0.01,44.6,10.0,0,0,0,0,0,0,0
A-63486,2,Partly Cloudy,Day,9,1,2,29.6,0.01,50.0,7.0,0,0,0,0,0,0,0
A-33076,2,Clear,Day,12,4,1,60.0,0.0,73.0,10.0,0,0,0,0,0,1,0
A-79815,2,Clear,Night,3,9,1,44.53333333333333,0.0,73.0,10.0,0,0,0,0,0,0,1
A-90797,2,Clear,Day,18,8,3,30.0,0.0,73.9,10.0,0,0,0,1,0,0,0
A-93371,3,Clear,Day,12,8,0,45.0,0.0,84.2,10.0,0,0,0,0,0,0,0
A-18293,2,Scattered Clouds,Day,7,11,2,45.38333333333333,0.01,46.0,10.0,0,0,0,1,0,0,0
A-43850,3,Clear,Night,21,6,3,45.0,0.0,64.0,10.0,0,0,0,0,0,0,0
A-35068,2,Clear,Day,9,4,1,60.0,0.01,68.0,10.0,0,0,0,0,0,0,0
A-61393,3,Light Rain,Day,9,1,0,36.43333333333333,0.01,54.0,6.0,0,0,0,0,0,0,0
A-27382,3,Partly Cloudy,Day,17,8,0,45.0,0.0,66.0,10.0,0,0,0,0,0,0,0
A-85420,3,Clear,Night,2,10,3,44.666666666666664,0.01,59.0,10.0,0,0,0,1,0,0,0
A-1729,2,Clear,Night,23,6,2,30.0,0.0,70.0,10.0,0,0,0,0,0,0,0
A-66102,3,Clear,Night,20,10,4,60.0,0.01,77.0,10.0,0,0,0,0,0,0,0
A-7678,2,Clear,Night,21,12,6,29.533333333333335,0.01,44.1,10.0,1,0,1,0,0,0,1
A-73321,3,Clear,Night,18,11,4,44.36666666666667,0.01,68.0,10.0,0,0,0,0,0,0,0
A-69697,3,Clear,Night,21,11,5,29.65,0.01,78.8,10.0,0,0,0,0,0,0,0
A-5439,3,Clear,Night,4,12,5,29.633333333333333,0.01,45.0,10.0,0,0,0,0,0,0,0
A-73387,2,Fair,Night,20,11,4,44.6,0.01,55.0,10.0,0,0,0,0,0,0,0
A-34591,2,Overcast,Day,7,4,3,60.0,0.01,44.6,10.0,0,0,0,0,0,0,0
A-8453,2,Overcast,Night,18,12,4,29.733333333333334,0.0,39.2,0.2,0,0,0,0,0,0,0
A-6235,3,Light Rain,Day,14,12,3,29.416666666666668,0.01,59.0,1.0,0,0,0,0,0,0,0
A-56580,3,Overcast,Day,15,12,3,44.7,0.01,60.1,10.0,0,0,0,1,0,0,0
A-44069,2,Scattered Clouds,Day,17,6,4,45.0,0.0,69.1,7.0,0,0,0,0,0,0,1
A-73668,2,Overcast,Night,19,11,6,29.566666666666666,0.01,57.0,10.0,0,0,0,0,0,0,0
A-18242,2,Overcast,Night,21,11,1,29.816666666666666,0.01,53.1,10.0,0,0,0,0,0,0,0
A-72566,3,Haze,Day,11,11,2,35.13333333333333,0.01,68.0,6.0,0,0,0,0,0,0,0
A-11373,3,Haze,Day,8,1,1,43.13333333333333,0.01,44.1,6.0,0,0,0,0,0,0,0
A-53068,2,Partly Cloudy,Night,16,11,2,44.61666666666667,0.01,63.0,10.0,0,0,0,0,0,0,0
A-54397,3,Mostly Cloudy,Day,15,12,1,44.6,0.01,64.4,10.0,0,0,0,0,0,0,0
A-60744,3,Overcast,Night,17,1,3,44.65,0.01,61.0,10.0,0,0,0,0,0,0,0
A-4233,3,Mostly Cloudy,Day,8,7,1,30.0,0.0,68.0,10.0,0,0,1,0,0,0,0
A-66151,2,Clear,Night,2,10,5,59.266666666666666,0.01,57.2,10.0,0,0,0,0,0,0,0
A-227,2,Overcast,Day,10,2,2,30.0,0.01,32.0,4.0,0,0,0,0,0,0,0
A-38051,2,Clear,Day,19,5,1,60.0,0.01,59.0,10.0,0,0,0,0,0,0,0
A-75837,2,Overcast,Night,21,11,0,44.6,0.01,54.0,8.0,0,0,0,0,0,0,0
A-11713,3,Overcast,Night,2,1,3,44.68333333333333,0.01,53.1,10.0,0,0,0,0,0,1,0
A-89805,3,Fair,Day,17,8,0,45.0,0.0,96.0,10.0,0,0,0,0,0,0,0
A-84728,3,Clear,Night,20,10,0,44.666666666666664,0.01,66.0,10.0,0,0,0,1,0,0,0
A-11651,3,Light Rain,Night,19,1,2,30.0,0.01,53.1,6.0,0,0,0,0,0,0,0
A-63793,3,Overcast,Day,7,1,3,29.533333333333335,0.01,52.0,10.0,0,0,0,0,0,0,0
A-18332,3,Mostly Cloudy,Day,11,11,2,29.483333333333334,0.01,59.0,10.0,0,0,0,0,0,0,0
A-59465,2,Clear,Night,20,12,2,44.6,0.01,59.0,10.0,0,0,0,0,0,0,0
A-31839,2,Light Rain,Day,14,3,0,30.0,0.01,60.1,10.0,0,0,0,0,0,0,0
A-35888,3,Mostly Cloudy,Night,21,4,4,45.0,0.01,57.0,10.0,0,0,0,0,0,0,0
A-70564,3,Clear,Day,13,11,2,44.71666666666667,0.01,93.9,10.0,0,0,0,1,0,0,0
A-68843,2,Clear,Night,20,11,2,44.766666666666666,0.0,69.1,10.0,0,0,0,0,0,0,0
A-44300,2,Clear,Day,10,6,5,210.0,0.0,78.1,8.0,0,0,0,0,0,0,0
A-39432,3,Overcast,Day,8,5,5,258.3,0.01,59.0,10.0,0,0,0,1,0,0,0
A-71764,3,Clear,Day,7,11,0,38.11666666666667,0.01,59.0,10.0,0,0,0,1,0,0,0
A-51267,3,Clear,Day,15,7,0,30.0,0.0,98.8,10.0,0,0,0,1,0,0,0
A-49809,2,Clear,Day,12,7,1,42.36666666666667,0.0,90.0,10.0,0,0,0,0,0,0,0
A-86695,3,Partly Cloudy,Day,10,8,4,37.38333333333333,0.0,75.2,6.0,0,0,0,1,0,0,0
A-61005,3,Clear,Night,19,1,4,44.71666666666667,0.01,57.2,10.0,0,0,0,0,0,0,0
A-60771,3,Partly Cloudy,Night,19,1,3,29.666666666666668,0.01,57.0,10.0,0,0,0,0,0,0,0
A-88,3,Light Snow,Night,5,2,3,30.0,0.01,14.0,9.0,0,0,0,0,0,0,0
A-77210,2,Clear,Night,22,9,2,45.0,0.0,66.0,10.0,0,0,0,0,0,0,0
A-51988,3,Clear,Night,23,7,2,45.85,0.0,71.1,10.0,0,0,0,0,0,0,0
A-82156,3,Clear,Night,23,10,3,44.68333333333333,0.0,67.1,10.0,0,0,0,0,0,0,0
A-43734,3,Clear,Day,18,6,3,60.0,0.0,71.1,10.0,0,0,0,1,0,0,0
A-95188,2,Mostly Cloudy,Day,14,9,6,45.0,0.0,73.0,10.0,0,0,0,0,0,0,0
A-88483,3,Partly Cloudy,Day,7,8,3,37.06666666666667,0.0,68.0,7.0,0,0,0,0,0,0,0
A-62006,3,Clear,Day,16,1,2,29.383333333333333,0.01,60.1,10.0,0,0,0,0,0,0,0
A-30884,3,Clear,Day,18,9,4,37.78333333333333,0.0,80.1,10.0,0,0,0,0,0,0,0
A-50767,2,Clear,Day,18,7,4,45.0,0.0,91.9,10.0,0,0,0,0,0,0,0
A-74962,2,Clear,Night,19,11,3,44.61666666666667,0.01,60.1,10.0,0,0,0,0,0,0,0
A-12751,3,Mostly Cloudy,Day,8,1,3,44.63333333333333,0.01,37.9,10.0,0,0,0,0,0,0,0
A-36507,2,Partly Cloudy,Night,20,4,2,46.7,0.01,54.0,10.0,0,0,0,0,0,0,0
A-18374,3,Clear,Day,15,11,2,29.516666666666666,0.01,59.0,10.0,0,0,0,1,0,0,0
A-92227,2,Clear,Day,17,8,2,45.0,0.0,87.1,10.0,0,0,0,0,0,0,0
A-90736,2,Clear,Day,12,8,3,45.0,0.0,93.2,10.0,0,0,0,0,0,0,0
A-12397,2,Light Rain,Night,22,1,0,29.783333333333335,0.01,46.0,10.0,0,0,0,1,0,0,0
A-94928,3,Overcast,Night,23,9,4,30.0,0.0,69.1,10.0,0,0,0,1,0,0,0
A-33802,3,Light Rain,Night,5,4,5,45.0,0.0,57.9,10.0,0,0,0,0,0,0,0
A-1231,3,Clear,Day,8,6,5,30.0,0.0,71.1,10.0,0,0,0,0,0,0,0
A-20335,2,Clear,Night,19,9,3,30.0,0.0,82.4,10.0,0,0,0,0,0,0,0
A-78050,2,Partly Cloudy,Day,17,9,6,30.0,0.0,91.4,10.0,0,0,0,0,0,0,0
A-40351,2,Clear,Day,17,5,5,75.0,0.01,88.0,10.0,0,0,0,0,0,0,0
A-50863,2,Clear,Night,20,7,4,45.0,0.0,77.0,10.0,0,0,0,0,0,0,0
A-65411,2,Clear,Day,13,1,2,75.0,0.01,57.0,10.0,1,0,0,0,0,0,0
A-98472,2,Mostly Cloudy,Day,18,3,1,45.0,0.0,62.1,10.0,0,0,0,0,0,0,0
A-83949,3,Haze,Day,12,10,4,34.78333333333333,0.01,66.2,5.0,0,0,0,0,0,0,0
A-35641,2,Clear,Night,21,4,3,46.21666666666667,0.01,62.6,10.0,0,0,0,0,0,1,0
A-76616,3,Mostly Cloudy,Night,21,9,0,45.0,0.0,68.0,10.0,0,0,0,0,0,0,0
A-1046,2,Clear,Day,13,6,3,45.0,0.0,86.0,10.0,0,0,1,0,0,0,1
A-97802,3,Partly Cloudy,Day,18,3,4,45.0,0.01,66.9,10.0,0,0,0,0,0,0,0
A-5938,2,Clear,Night,21,12,1,29.766666666666666,0.01,37.4,10.0,0,0,0,0,0,0,0
A-57688,2,Clear,Night,20,12,0,44.65,0.01,62.1,10.0,0,0,0,0,0,0,0
A-7896,2,Clear,Day,13,12,1,29.75,0.01,52.0,10.0,0,0,1,0,0,0,1
A-87491,3,Clear,Day,13,8,0,45.0,0.0,75.0,10.0,0,0,0,0,0,0,0
A-17571,2,Overcast,Night,18,11,4,29.816666666666666,0.01,53.6,10.0,0,0,0,0,0,0,0
A-53065,3,Fair,Day,16,11,2,44.483333333333334,0.01,62.0,10.0,0,0,0,0,0,0,0
A-11142,2,Overcast,Day,11,1,5,29.783333333333335,0.01,41.0,5.0,0,0,0,0,0,0,0
A-96943,2,Clear,Day,12,9,5,45.0,0.0,92.3,10.0,0,0,0,0,0,0,0
A-50491,3,Clear,Night,20,7,3,45.0,0.0,82.4,10.0,0,0,0,0,0,0,0
A-33223,3,Clear,Day,7,4,2,60.0,0.0,55.4,10.0,0,0,0,0,0,0,0
A-82513,2,Clear,Day,9,10,5,45.0,0.0,71.1,10.0,0,0,0,0,0,0,0
A-36297,3,Partly Cloudy,Night,20,4,1,75.0,0.01,60.1,10.0,0,0,0,0,0,0,0
A-67926,3,Mostly Cloudy,Day,9,10,0,37.88333333333333,0.01,60.8,10.0,0,0,0,0,0,0,0
A-94411,3,Partly Cloudy,Day,13,9,3,45.0,0.0,75.0,10.0,0,0,0,0,0,0,0
A-84999,3,Partly Cloudy,Night,19,10,1,44.516666666666666,0.01,68.0,10.0,0,0,0,0,0,0,0
A-62123,3,Rain,Night,4,1,3,44.733333333333334,0.01,54.0,2.5,0,0,0,0,0,0,0
A-65745,2,Clear,Day,18,10,3,44.8,0.01,93.2,10.0,0,0,1,0,0,0,1
A-40247,2,Clear,Day,20,5,4,45.0,0.0,66.2,10.0,0,0,0,0,0,0,0
A-16362,3,Clear,Day,15,11,4,29.716666666666665,0.01,70.0,9.0,0,0,0,1,0,0,0
A-55939,2,Haze,Day,9,12,1,29.45,0.01,57.0,3.0,0,0,0,0,0,0,0
A-28675,2,Mostly Cloudy,Day,12,8,3,45.0,0.0,64.0,10.0,0,0,0,0,0,0,0
A-23958,2,Overcast,Day,9,10,1,29.483333333333334,0.0,61.0,10.0,0,0,0,0,0,0,0
A-7859,2,Clear,Day,10,12,1,36.68333333333333,0.01,46.4,10.0,0,0,0,0,0,0,1
A-94219,2,Clear,Night,22,8,2,30.0,0.0,86.0,10.0,0,0,0,0,0,0,0
A-63352,3,Clear,Day,17,1,1,44.56666666666667,0.01,64.9,10.0,0,0,0,0,0,0,0
A-50199,3,Clear,Night,20,7,2,60.0,0.0,80.6,10.0,0,0,0,0,0,0,0
A-55239,2,Overcast,Night,17,12,4,29.85,0.01,63.0,8.0,0,0,0,0,0,0,0
A-98347,2,Clear,Day,9,3,1,59.35,0.0,55.9,10.0,0,0,0,0,0,0,0
A-13706,3,Clear,Day,15,10,2,29.616666666666667,0.01,82.4,10.0,0,0,0,0,0,0,0
A-13580,2,Clear,Night,19,10,1,29.5,0.01,63.0,10.0,0,0,0,0,0,0,0
A-34571,2,Overcast,Night,23,4,2,30.0,0.01,55.9,10.0,0,0,0,0,0,0,0
A-93628,2,Partly Cloudy,Day,9,8,1,34.983333333333334,0.0,73.9,8.0,0,0,0,1,0,0,0
A-2105,2,Overcast,Night,0,7,1,30.0,0.0,55.4,10.0,0,0,0,0,0,0,0
A-74367,3,Clear,Day,16,11,1,44.65,0.01,62.1,10.0,0,0,0,0,0,0,0
A-85895,2,Clear,Day,14,8,1,30.0,0.0,82.9,10.0,0,0,0,0,0,0,0
A-99913,3,Mostly Cloudy,Day,10,4,1,30.0,0.0,77.0,10.0,0,0,0,0,0,0,0
A-56430,3,Fair,Night,20,12,2,29.6,0.01,58.0,5.0,0,0,0,0,0,0,0
A-86509,3,Partly Cloudy,Day,19,8,3,45.0,0.0,71.1,10.0,0,0,0,0,0,0,0
A-12470,2,Clear,Day,12,1,1,29.516666666666666,0.01,50.0,10.0,0,0,0,0,0,0,1
A-14779,3,Clear,Day,11,11,3,29.6,0.01,64.9,10.0,0,0,0,0,0,0,0
A-27544,2,Clear,Day,15,8,1,75.0,0.0,93.2,8.0,0,0,0,0,0,0,0
A-97983,3,Clear,Night,1,3,6,30.0,0.01,59.0,8.0,0,0,0,1,0,0,0
A-46123,3,Overcast,Night,5,7,0,30.0,0.0,64.9,10.0,0,0,0,0,0,0,0
A-49369,2,Clear,Night,22,7,4,30.0,0.0,72.0,10.0,0,0,0,0,0,0,0
A-1333,2,Clear,Day,13,6,6,125.26666666666667,0.0,97.0,10.0,0,0,1,0,0,1,0
A-82424,2,Clear,Night,21,10,4,44.56666666666667,0.0,68.0,10.0,0,0,0,0,0,0,0
A-45149,2,Clear,Night,20,6,1,45.0,0.0,78.1,10.0,0,0,0,0,0,0,0
A-7842,2,Clear,Day,10,12,1,29.6,0.01,44.6,10.0,0,0,0,0,0,0,1
A-86297,3,Clear,Day,10,8,3,42.416666666666664,0.0,80.6,10.0,0,0,0,0,0,0,0
A-36035,3,Partly Cloudy,Day,14,4,0,30.0,0.01,66.9,10.0,0,0,0,1,0,0,0
A-18146,3,Clear,Day,15,11,1,29.716666666666665,0.01,61.0,10.0,0,0,0,0,0,0,0
A-70752,3,Clear,Day,10,11,3,37.516666666666666,0.01,,10.0,0,0,0,0,0,0,0
A-78810,3,Mostly Cloudy,Night,0,9,3,44.28333333333333,0.0,68.0,10.0,0,0,0,0,0,0,1
A-94242,3,Clear,Night,2,9,3,45.0,0.0,66.9,10.0,0,0,0,0,0,0,0
A-52491,3,Clear,Day,19,7,4,45.5,0.0,82.4,10.0,0,0,0,1,0,0,0
A-88901,2,Overcast,Night,3,8,4,30.0,0.0,64.9,10.0,0,0,0,0,0,0,0
A-59269,2,Clear,Night,17,12,1,44.68333333333333,0.01,63.0,10.0,0,0,0,0,0,0,0
A-19663,2,Mostly Cloudy,Night,20,9,0,30.0,0.0,61.0,10.0,0,0,0,0,0,0,0
A-49826,2,Clear,Day,15,7,1,61.5,0.0,82.9,10.0,0,0,0,0,0,0,0
A-1323,3,Partly Cloudy,Day,8,6,6,297.8833333333333,0.0,63.0,8.0,0,0,0,0,0,1,0
A-20087,2,Clear,Night,19,9,2,45.0,0.0,73.0,10.0,0,0,1,0,0,0,1
A-88372,3,Mostly Cloudy,Night,21,8,2,45.0,0.0,69.1,10.0,0,0,0,0,0,0,0
A-92902,2,Overcast,Day,6,8,5,60.0,0.0,66.2,10.0,0,0,0,0,0,0,1
A-69589,3,Clear,Day,8,11,5,44.68333333333333,0.01,62.1,10.0,0,0,0,0,0,0,0
A-26587,2,Clear,Day,13,8,2,60.0,0.0,87.8,8.0,0,0,0,0,0,0,0
A-39879,2,Clear,Day,11,5,2,30.0,0.01,68.0,10.0,0,0,0,0,0,0,0
A-75305,3,Light Rain,Day,16,11,5,44.7,0.01,,7.0,0,0,0,0,0,0,0
A-53979,2,Clear,Night,23,12,6,29.05,0.01,52.0,7.0,0,0,0,0,0,0,0
A-49674,2,Partly Cloudy,Night,21,7,0,61.35,0.0,77.0,10.0,0,0,0,0,0,0,0
A-75968,3,Clear,Day,12,11,1,29.733333333333334,0.01,66.2,10.0,0,0,0,0,0,0,0
A-25356,3,Clear,Day,14,10,2,29.55,0.01,75.0,10.0,0,0,0,1,0,0,0
A-27734,3,Clear,Day,9,8,3,45.0,0.0,71.1,10.0,0,0,0,0,0,0,0
A-18006,3,Partly Cloudy,Night,17,11,0,29.733333333333334,0.01,57.0,10.0,0,0,0,0,0,0,0
A-22673,2,Partly Cloudy,Day,13,10,5,29.05,0.0,68.0,10.0,0,0,0,0,0,0,0
A-50381,2,Clear,Day,12,7,3,37.53333333333333,0.0,82.9,10.0,0,0,0,0,0,0,0
A-59039,3,Clear,Night,21,12,6,44.583333333333336,0.01,48.0,10.0,0,0,0,0,0,0,0
A-43445,2,Clear,Night,20,6,2,45.0,0.0,69.8,10.0,0,0,0,0,0,0,0
A-2281,2,Clear,Day,15,7,2,75.0,0.0,89.1,10.0,0,0,1,0,1,1,0
A-96132,2,Clear,Night,20,9,2,45.0,0.0,70.5,10.0,0,0,0,0,0,0,0
A-77654,2,Clear,Day,13,9,4,45.0,0.0,81.0,10.0,0,0,0,0,0,0,0
A-31432,2,Clear,Night,20,3,3,45.0,0.01,53.6,10.0,0,0,0,0,0,0,0
A-31923,2,Clear,Night,0,3,1,30.0,0.01,43.0,10.0,0,0,0,1,0,0,0
A-15809,2,Clear,Day,16,11,1,29.733333333333334,0.01,64.0,10.0,0,0,0,0,0,0,0
A-85548,2,Clear,Day,12,10,3,40.85,0.01,93.9,10.0,0,0,0,0,0,0,0
A-15496,2,Clear,Day,10,11,0,29.133333333333333,0.01,70.0,10.0,0,0,0,1,0,0,0
A-77438,2,Clear,Night,19,9,3,45.0,0.0,64.4,10.0,0,0,1,0,0,0,1
A-57937,3,Mostly Cloudy,Night,20,12,1,44.63333333333333,0.01,70.2,10.0,0,0,0,0,0,0,0
A-18950,2,Light Rain,Night,4,11,6,29.65,0.01,52.0,10.0,0,0,0,0,0,0,0
A-22584,3,Clear,Day,12,9,4,29.733333333333334,0.0,70.0,10.0,0,0,0,0,0,0,0
A-6749,2,Overcast,Day,11,12,6,44.71666666666667,0.01,46.4,4.0,0,0,0,0,0,0,1
